transaction_id,name,account_number,location,timestamp,amount,transaction_type,merchant,is_fraud,behavior_profile
TXN00119,user_222,692691786775,Mumbai,2026-01-20 04:38:21.828311,179.41,credit,Zomato,0,food_lover
TXN00120,user_222,692691786775,Mumbai,2026-04-10 02:26:21.828311,631.57,credit,Swiggy,0,food_lover
TXN00121,user_222,692691786775,Mumbai,2026-01-19 20:29:21.828311,600.29,debit,Zomato,0,food_lover
TXN00122,user_222,692691786775,Mumbai,2026-02-11 20:05:21.828311,179.54,debit,Zomato,0,food_lover
TXN00123,user_222,692691786775,Mumbai,2026-02-09 07:34:21.828311,449.32,debit,Zomato,0,food_lover
TXN00124,user_222,692691786775,Mumbai,2026-01-01 22:30:21.828311,589.79,debit,Swiggy,0,food_lover
TXN00125,user_222,692691786775,Mumbai,2025-12-31 17:46:21.828311,174.79,debit,Zomato,0,food_lover
TXN00126,user_222,692691786775,Mumbai,2026-03-13 19:22:21.828311,304.59,debit,Zomato,0,food_lover
TXN00127,user_222,692691786775,Mumbai,2026-03-14 12:46:21.828311,257.54,debit,Zomato,0,food_lover
TXN00128,user_222,692691786775,Mumbai,2026-01-05 12:31:21.828311,164.17,debit,Zomato,0,food_lover
TXN00129,user_222,692691786775,Mumbai,2026-02-03 12:05:21.828311,482.05,credit,Zomato,0,food_lover
TXN00130,user_222,692691786775,Mumbai,2026-04-03 10:08:21.828311,227.04,debit,Swiggy,0,food_lover
TXN00131,user_222,692691786775,Mumbai,2026-03-08 22:42:21.828311,213.67,debit,Zomato,0,food_lover
TXN00132,user_222,692691786775,Mumbai,2026-01-16 04:06:21.828311,576.45,debit,Zomato,0,food_lover
TXN00133,user_222,692691786775,Mumbai,2026-02-22 23:31:21.828311,480.36,credit,Zomato,0,food_lover
TXN00134,user_222,692691786775,Mumbai,2026-03-28 00:25:21.828311,454.63,debit,Zomato,0,food_lover
TXN00135,user_222,692691786775,Mumbai,2026-02-19 03:03:21.828311,666.08,debit,Zomato,0,food_lover
TXN00136,user_222,692691786775,Mumbai,2026-03-18 16:07:21.828311,605.13,credit,Zomato,0,food_lover
TXN00137,user_222,692691786775,Mumbai,2026-02-01 16:32:21.828311,486.63,debit,Swiggy,0,food_lover
TXN00138,user_222,692691786775,Mumbai,2026-03-20 07:14:21.828311,341.97,debit,Zomato,0,food_lover
TXN00139,user_222,692691786775,Mumbai,2026-03-09 23:06:21.828311,799.82,debit,Zomato,0,food_lover
TXN00140,user_222,692691786775,Mumbai,2026-03-18 12:03:21.828311,172.2,credit,Swiggy,0,food_lover
TXN00141,user_222,692691786775,Mumbai,2026-03-25 21:00:21.828311,269.28,credit,Zomato,0,food_lover
TXN00142,user_222,692691786775,Mumbai,2026-03-03 00:01:21.828311,466.93,credit,Zomato,0,food_lover
TXN00143,user_222,692691786775,Mumbai,2025-12-31 05:19:21.828311,340.48,debit,Zomato,0,food_lover
TXN00144,user_222,692691786775,Mumbai,2025-12-13 03:26:21.828311,772.37,debit,Swiggy,0,food_lover
TXN00145,user_222,692691786775,Mumbai,2026-02-04 09:55:21.828311,445.53,debit,Zomato,0,food_lover
TXN00146,user_493,122557396427,Indore,2026-01-09 07:50:21.828311,116.69,debit,Local Shop,0,low_spender
TXN00147,user_493,122557396427,Indore,2026-03-17 00:23:21.828311,163.45,credit,Local Shop,0,low_spender
TXN00148,user_493,122557396427,Indore,2026-01-03 17:44:21.828311,155.91,credit,Grocery,0,low_spender
TXN00149,user_493,122557396427,Indore,2026-03-15 13:53:21.828311,272.51,debit,Grocery,0,low_spender
TXN00150,user_493,122557396427,Indore,2025-12-12 22:07:21.828311,258.44,debit,Grocery,0,low_spender
TXN00151,user_493,122557396427,Indore,2026-01-09 01:46:21.828311,100.44,debit,Local Shop,0,low_spender
TXN00152,user_493,122557396427,Indore,2026-04-06 21:14:21.828311,139.8,debit,Local Shop,0,low_spender
TXN00153,user_493,122557396427,Indore,2025-12-14 09:10:21.828311,69.3,debit,Grocery,0,low_spender
TXN00154,user_493,122557396427,Indore,2026-01-29 13:07:21.828311,229.77,debit,Local Shop,0,low_spender
TXN00155,user_493,122557396427,Indore,2026-01-12 20:42:21.828311,231.38,debit,Grocery,0,low_spender
TXN00156,user_493,122557396427,Indore,2026-01-02 05:29:21.828311,131.74,credit,Local Shop,0,low_spender
TXN00157,user_493,122557396427,Indore,2026-03-26 04:19:21.828311,268.36,debit,Local Shop,0,low_spender
TXN00158,user_493,122557396427,Indore,2026-02-21 04:07:21.828311,56.65,credit,Coffee,0,low_spender
TXN00159,user_493,122557396427,Indore,2025-12-17 20:42:21.828311,169.88,debit,Grocery,0,low_spender
TXN00160,user_493,122557396427,Indore,2025-12-30 14:00:21.828311,279.04,debit,Grocery,0,low_spender
TXN00161,user_493,122557396427,Indore,2026-01-03 03:41:21.828311,217.87,credit,Grocery,0,low_spender
TXN00162,user_493,122557396427,Indore,2026-02-27 13:11:21.828311,191.26,debit,Local Shop,0,low_spender
TXN00163,user_493,122557396427,Indore,2025-12-24 20:01:21.828311,148.75,credit,Grocery,0,low_spender
TXN00164,user_493,122557396427,Indore,2026-02-25 05:35:21.828311,223.83,debit,Coffee,0,low_spender
TXN00165,user_493,122557396427,Indore,2026-03-08 23:29:21.828311,165.42,debit,Local Shop,0,low_spender
TXN00166,user_493,122557396427,Indore,2026-03-22 11:38:21.828311,212.25,debit,Grocery,0,low_spender
TXN00167,user_493,122557396427,Indore,2026-02-05 10:49:21.828311,96.61,debit,Grocery,1,low_spender
TXN00168,user_493,122557396427,Indore,2026-02-27 21:18:21.828311,227.91,credit,Coffee,0,low_spender
TXN00169,user_493,122557396427,Indore,2026-01-24 11:54:21.828311,234.39,debit,Grocery,0,low_spender
TXN00170,user_493,122557396427,Indore,2026-03-01 06:28:21.828311,240.44,debit,Grocery,0,low_spender
TXN00171,user_493,122557396427,Indore,2026-03-03 18:41:21.828311,59.14,debit,Coffee,0,low_spender
TXN00172,user_493,122557396427,Indore,2025-12-29 16:08:21.828311,126.55,debit,Coffee,0,low_spender
TXN00173,user_493,122557396427,Indore,2025-12-24 10:25:21.828311,255.33,debit,Coffee,0,low_spender
TXN00174,user_493,122557396427,Indore,2026-01-04 16:51:21.828311,210.7,debit,Local Shop,0,low_spender
TXN00175,user_493,122557396427,Indore,2026-02-15 10:03:21.828311,197.12,debit,Grocery,0,low_spender
TXN00176,user_493,122557396427,Indore,2025-12-17 02:31:21.828311,41.72,credit,Grocery,0,low_spender
TXN00177,user_360,362726023266,Mumbai,2026-01-14 19:28:21.828311,10096.01,debit,Electronics,0,high_spender
TXN00178,user_360,362726023266,Mumbai,2026-02-28 08:26:21.828311,26585.54,debit,Amazon,0,high_spender
TXN00179,user_360,362726023266,Mumbai,2026-01-14 08:34:21.828311,4999.82,debit,Electronics,1,high_spender
TXN00180,user_360,362726023266,Mumbai,2026-04-10 22:00:21.828311,19057.35,debit,Amazon,0,high_spender
TXN00181,user_360,362726023266,Mumbai,2026-03-27 02:46:21.828311,26967.98,debit,Electronics,0,high_spender
TXN00182,user_360,362726023266,Mumbai,2026-03-15 02:23:21.828311,19442.07,debit,Amazon,0,high_spender
TXN00183,user_360,362726023266,Mumbai,2026-04-07 06:19:21.828311,23378.44,debit,Electronics,0,high_spender
TXN00184,user_360,362726023266,Mumbai,2026-03-07 18:20:21.828311,7813.82,debit,Electronics,0,high_spender
TXN00185,user_360,362726023266,Mumbai,2026-03-24 13:38:21.828311,31761.62,debit,Electronics,0,high_spender
TXN00186,user_360,362726023266,Mumbai,2026-01-08 04:21:21.828311,31066.68,debit,Amazon,1,high_spender
TXN00187,user_360,362726023266,Mumbai,2026-01-30 18:05:21.828311,23917.19,credit,Electronics,0,high_spender
TXN00188,user_360,362726023266,Mumbai,2026-01-04 09:30:21.828311,10139.02,credit,Amazon,0,high_spender
TXN00189,user_360,362726023266,Mumbai,2026-04-09 01:33:21.828311,5040.61,debit,Amazon,0,high_spender
TXN00190,user_360,362726023266,Mumbai,2026-02-14 05:32:21.828311,4801.5,debit,Electronics,0,high_spender
TXN00191,user_360,362726023266,Mumbai,2026-01-26 03:07:21.828311,17522.23,debit,Electronics,0,high_spender
TXN00192,user_360,362726023266,Mumbai,2025-12-15 01:25:21.828311,16685.88,debit,Amazon,0,high_spender
TXN00193,user_360,362726023266,Mumbai,2026-01-27 18:14:21.828311,29860.02,credit,Electronics,0,high_spender
TXN00194,user_360,362726023266,Mumbai,2026-02-15 18:00:21.828311,9296.86,debit,Electronics,0,high_spender
TXN00195,user_360,362726023266,Mumbai,2026-03-02 17:27:21.828311,15714.66,debit,Electronics,0,high_spender
TXN00196,user_360,362726023266,Mumbai,2026-01-15 22:48:21.828311,30246.97,debit,Electronics,0,high_spender
TXN00197,user_360,362726023266,Mumbai,2026-03-08 12:42:21.828311,31757.15,debit,Electronics,0,high_spender
TXN00198,user_256,461926710677,Hyderabad,2026-01-21 09:34:21.828311,11928.55,debit,Amazon,0,high_spender
TXN00199,user_256,461926710677,Hyderabad,2026-02-21 18:11:21.828311,9295.27,debit,Electronics,0,high_spender
TXN00200,user_256,461926710677,Hyderabad,2026-01-31 13:56:21.828311,27224.15,debit,Amazon,0,high_spender
TXN00201,user_256,461926710677,Hyderabad,2026-02-03 10:06:21.828311,5463.79,debit,Electronics,0,high_spender
TXN00202,user_256,461926710677,Hyderabad,2025-12-17 19:44:21.828311,20129.59,debit,Electronics,0,high_spender
TXN00203,user_256,461926710677,Hyderabad,2026-02-17 18:31:21.828311,17475.68,credit,Electronics,0,high_spender
TXN00204,user_256,461926710677,Hyderabad,2026-03-07 07:19:21.828311,30625.07,credit,Amazon,0,high_spender
TXN00205,user_256,461926710677,Hyderabad,2026-02-13 08:37:21.828311,25176.09,debit,Electronics,0,high_spender
TXN00206,user_256,461926710677,Hyderabad,2025-12-20 00:20:21.828311,8451.89,credit,Electronics,0,high_spender
TXN00207,user_256,461926710677,Hyderabad,2026-01-16 02:43:21.828311,7118.41,debit,Electronics,0,high_spender
TXN00208,user_256,461926710677,Hyderabad,2026-02-18 15:00:21.828311,30461.8,debit,Amazon,0,high_spender
TXN00209,user_256,461926710677,Hyderabad,2026-03-21 03:39:21.828311,30549.92,credit,Electronics,0,high_spender
TXN00210,user_256,461926710677,Hyderabad,2026-02-18 01:21:21.828311,15951.63,credit,Electronics,0,high_spender
TXN00211,user_256,461926710677,Hyderabad,2026-02-22 21:21:21.828311,17535.77,debit,Amazon,0,high_spender
TXN00212,user_256,461926710677,Hyderabad,2026-02-01 21:13:21.828311,6782.71,debit,Electronics,0,high_spender
TXN00213,user_256,461926710677,Hyderabad,2026-01-26 09:12:21.828311,24871.08,credit,Electronics,0,high_spender
TXN00214,user_256,461926710677,Hyderabad,2025-12-16 01:45:21.828311,21105.05,debit,Amazon,0,high_spender
TXN00215,user_256,461926710677,Hyderabad,2026-01-07 19:24:21.828311,4293.65,debit,Electronics,0,high_spender
TXN00216,user_256,461926710677,Hyderabad,2026-01-02 22:44:21.828311,22054.0,debit,Amazon,0,high_spender
TXN00217,user_256,461926710677,Hyderabad,2026-03-23 02:13:21.828311,31349.46,debit,Electronics,0,high_spender
TXN00218,user_256,461926710677,Hyderabad,2026-03-05 09:25:21.828311,25776.21,debit,Electronics,0,high_spender
TXN00219,user_256,461926710677,Hyderabad,2026-03-24 04:53:21.828311,6789.81,debit,Electronics,0,high_spender
TXN00220,user_256,461926710677,Hyderabad,2025-12-13 08:29:21.828311,29412.98,debit,Electronics,0,high_spender
TXN00221,user_224,444368859058,Pune,2025-12-21 14:45:21.828311,17192.0,debit,Electronics,0,high_spender
TXN00222,user_224,444368859058,Pune,2026-01-10 08:33:21.828311,13439.14,credit,Electronics,0,high_spender
TXN00223,user_224,444368859058,Pune,2026-02-08 17:10:21.828311,20546.46,debit,Electronics,0,high_spender
TXN00224,user_224,444368859058,Pune,2026-03-26 03:19:21.828311,9049.38,debit,Amazon,0,high_spender
TXN00225,user_224,444368859058,Pune,2026-01-01 20:02:21.828311,16655.39,debit,Electronics,0,high_spender
TXN00226,user_224,444368859058,Pune,2026-03-09 21:20:21.828311,27613.82,credit,Electronics,0,high_spender
TXN00227,user_224,444368859058,Pune,2026-03-26 10:22:21.828311,13592.33,credit,Amazon,0,high_spender
TXN00228,user_224,444368859058,Pune,2026-03-14 05:58:21.828311,29559.38,debit,Electronics,0,high_spender
TXN00229,user_224,444368859058,Pune,2026-03-09 09:45:21.828311,9815.13,debit,Amazon,0,high_spender
TXN00230,user_224,444368859058,Pune,2026-04-02 03:06:21.828311,19245.79,debit,Electronics,0,high_spender
TXN00231,user_224,444368859058,Pune,2025-12-20 12:15:21.828311,23784.96,debit,Electronics,1,high_spender
TXN00232,user_224,444368859058,Pune,2026-04-10 07:31:21.828311,7158.19,debit,Amazon,0,high_spender
TXN00233,user_224,444368859058,Pune,2026-03-07 00:31:21.828311,16607.6,debit,Amazon,1,high_spender
TXN00234,user_224,444368859058,Pune,2026-04-07 10:08:21.828311,23645.39,credit,Electronics,0,high_spender
TXN00235,user_224,444368859058,Pune,2026-01-09 01:05:21.828311,29910.15,debit,Electronics,0,high_spender
TXN00236,user_224,444368859058,Pune,2026-02-09 22:58:21.828311,5013.22,debit,Amazon,0,high_spender
TXN00237,user_224,444368859058,Pune,2026-04-07 11:51:21.828311,7738.28,debit,Amazon,0,high_spender
TXN00238,user_224,444368859058,Pune,2026-01-01 07:04:21.828311,17980.96,debit,Electronics,0,high_spender
TXN00239,user_224,444368859058,Pune,2026-03-13 00:14:21.828311,15999.1,credit,Electronics,0,high_spender
TXN00240,user_224,444368859058,Pune,2026-03-21 14:19:21.828311,11488.1,debit,Amazon,0,high_spender
TXN00241,user_224,444368859058,Pune,2026-04-04 03:56:21.828311,18817.64,debit,Amazon,0,high_spender
TXN00242,user_224,444368859058,Pune,2026-03-04 09:51:21.828311,16417.74,debit,Amazon,0,high_spender
TXN00243,user_224,444368859058,Pune,2025-12-18 10:58:21.828311,9125.3,credit,Amazon,0,high_spender
TXN00244,user_224,444368859058,Pune,2025-12-19 02:56:21.828311,8127.56,credit,Amazon,0,high_spender
TXN00245,user_224,444368859058,Pune,2026-02-28 21:23:21.828311,25634.46,credit,Amazon,0,high_spender
TXN00246,user_224,444368859058,Pune,2026-03-27 05:11:21.828311,4594.85,debit,Amazon,0,high_spender
TXN00247,user_224,444368859058,Pune,2026-02-25 01:37:21.828311,5791.17,debit,Electronics,0,high_spender
TXN00248,user_224,444368859058,Pune,2026-03-10 21:58:21.828311,9667.06,debit,Amazon,0,high_spender
